Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Araçatuba;Andradina;02 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Araçatuba;Andradina;02 DP - Andradina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1;0;0;1;0;0;0;0;0;0;0;0;2;2023;Araçatuba;Andradina;02 DP - Andradina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
TENTATIVA DE HOMICÍDIO;0;1;0;1;1;1;0;0;0;1;1;0;6;2023;Araçatuba;Andradina;02 DP - Andradina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
LESÃO CORPORAL DOLOSA;17;10;9;7;15;6;11;9;13;9;13;9;128;2023;Araçatuba;Andradina;02 DP - Andradina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;13;4;9;6;23;15;10;11;11;13;11;9;135;2023;Araçatuba;Andradina;02 DP - Andradina
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;1;0;1;0;0;0;0;0;0;0;2;2023;Araçatuba;Andradina;02 DP - Andradina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
TOTAL DE ESTUPRO (4);0;3;3;1;2;1;1;3;1;0;0;1;16;2023;Araçatuba;Andradina;02 DP - Andradina
ESTUPRO;0;1;1;1;0;0;0;1;0;0;0;0;4;2023;Araçatuba;Andradina;02 DP - Andradina
ESTUPRO DE VULNERÁVEL;0;2;2;0;2;1;1;2;1;0;0;1;12;2023;Araçatuba;Andradina;02 DP - Andradina
TOTAL DE ROUBO - OUTROS (1);3;4;3;1;0;1;2;3;1;1;2;0;21;2023;Araçatuba;Andradina;02 DP - Andradina
ROUBO - OUTROS;2;4;3;1;0;1;2;3;1;0;2;0;19;2023;Araçatuba;Andradina;02 DP - Andradina
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;02 DP - Andradina
ROUBO DE CARGA;1;0;0;0;0;0;0;0;0;1;0;0;2;2023;Araçatuba;Andradina;02 DP - Andradina
FURTO - OUTROS;43;40;22;35;38;28;18;45;17;26;28;32;372;2023;Araçatuba;Andradina;02 DP - Andradina
FURTO DE VEÍCULO;1;2;3;2;1;1;0;0;0;2;0;1;13;2023;Araçatuba;Andradina;02 DP - Andradina
