Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);0;0;0;0;1;0;0;0;1;0;0;1;3;2020;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;1;0;0;0;1;0;0;1;3;2020;Bauru;Agudos;DM - Agudos
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;1;1;2020;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;1;1;2020;Bauru;Agudos;DM - Agudos
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;1;1;0;1;0;0;0;4;2020;Bauru;Agudos;DM - Agudos
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
TENTATIVA DE HOMICÍDIO;0;1;0;1;0;0;0;0;0;0;1;0;3;2020;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL DOLOSA;14;13;14;14;14;12;15;10;10;17;14;11;158;2020;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;3;4;6;4;3;4;3;3;4;5;4;9;52;2020;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;1;1;2020;Bauru;Agudos;DM - Agudos
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
TOTAL DE ESTUPRO (4);0;1;1;2;1;3;0;1;1;0;0;1;11;2020;Bauru;Agudos;DM - Agudos
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
ESTUPRO DE VULNERÁVEL;0;1;1;2;1;3;0;1;1;0;0;1;11;2020;Bauru;Agudos;DM - Agudos
TOTAL DE ROUBO - OUTROS (1);3;1;1;0;2;1;2;3;1;5;1;2;22;2020;Bauru;Agudos;DM - Agudos
ROUBO - OUTROS;3;1;1;0;2;1;2;2;1;5;1;2;21;2020;Bauru;Agudos;DM - Agudos
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;Bauru;Agudos;DM - Agudos
ROUBO DE CARGA;0;0;0;0;0;0;0;1;0;0;0;0;1;2020;Bauru;Agudos;DM - Agudos
FURTO - OUTROS;21;19;29;23;24;30;19;20;26;26;32;28;297;2020;Bauru;Agudos;DM - Agudos
FURTO DE VEÍCULO;2;2;2;3;3;1;2;1;0;2;3;1;22;2020;Bauru;Agudos;DM - Agudos
