Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);0;1;2;0;0;0;1;0;0;2;0;0;6;2022;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;1;2;0;0;0;1;0;0;2;0;0;6;2022;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;0;0;0;0;0;0;0;1;2022;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;1;0;0;1;2022;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL DOLOSA;9;14;11;7;6;4;9;4;8;10;7;7;96;2022;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;3;4;9;4;11;3;8;5;9;5;3;8;72;2022;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL CULPOSA - OUTRAS;0;1;2;0;1;0;0;0;0;0;0;1;5;2022;Araçatuba;Andradina;01 DP - Andradina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
TOTAL DE ESTUPRO (4);0;0;0;1;3;3;0;0;0;1;0;0;8;2022;Araçatuba;Andradina;01 DP - Andradina
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
ESTUPRO DE VULNERÁVEL;0;0;0;1;3;3;0;0;0;1;0;0;8;2022;Araçatuba;Andradina;01 DP - Andradina
TOTAL DE ROUBO - OUTROS (1);1;1;1;3;4;0;1;3;0;1;2;1;18;2022;Araçatuba;Andradina;01 DP - Andradina
ROUBO - OUTROS;1;1;1;3;4;0;1;3;0;1;2;1;18;2022;Araçatuba;Andradina;01 DP - Andradina
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;1;0;0;1;2022;Araçatuba;Andradina;01 DP - Andradina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2022;Araçatuba;Andradina;01 DP - Andradina
FURTO - OUTROS;14;9;27;30;12;27;17;26;40;20;20;14;256;2022;Araçatuba;Andradina;01 DP - Andradina
FURTO DE VEÍCULO;0;0;2;2;0;0;0;4;0;0;4;1;13;2022;Araçatuba;Andradina;01 DP - Andradina
