Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);2;0;0;1;3;0;0;0;0;0;2;0;8;2021;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);2;0;0;1;3;0;0;0;0;0;2;0;8;2021;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1;0;0;1;0;0;0;0;0;1;0;0;3;2021;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
TENTATIVA DE HOMICÍDIO;0;1;0;0;1;1;0;1;2;0;0;2;8;2021;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL DOLOSA;14;11;12;4;5;8;2;5;8;7;10;4;90;2021;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;6;4;3;1;11;5;2;9;7;4;5;5;62;2021;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
TOTAL DE ESTUPRO (4);0;1;1;0;3;2;1;0;1;0;1;1;11;2021;Araçatuba;Andradina;01 DP - Andradina
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
ESTUPRO DE VULNERÁVEL;0;1;1;0;3;2;1;0;1;0;1;1;11;2021;Araçatuba;Andradina;01 DP - Andradina
TOTAL DE ROUBO - OUTROS (1);1;5;2;7;3;4;5;4;2;2;4;0;39;2021;Araçatuba;Andradina;01 DP - Andradina
ROUBO - OUTROS;1;5;2;7;3;4;5;4;2;2;4;0;39;2021;Araçatuba;Andradina;01 DP - Andradina
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;1;0;1;2021;Araçatuba;Andradina;01 DP - Andradina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2021;Araçatuba;Andradina;01 DP - Andradina
FURTO - OUTROS;28;29;26;34;25;37;23;33;19;27;26;42;349;2021;Araçatuba;Andradina;01 DP - Andradina
FURTO DE VEÍCULO;1;0;1;1;3;1;1;2;0;2;1;1;14;2021;Araçatuba;Andradina;01 DP - Andradina
