Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;1;0;0;0;0;0;1;2023;Araçatuba;Andradina;01 DP - Andradina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
TENTATIVA DE HOMICÍDIO;0;0;1;2;0;0;0;0;0;0;0;0;3;2023;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL DOLOSA;6;4;17;7;12;7;16;8;15;16;15;14;137;2023;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;6;3;8;6;10;9;14;3;6;8;5;11;89;2023;Araçatuba;Andradina;01 DP - Andradina
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;1;0;0;0;0;1;1;0;0;0;3;2023;Araçatuba;Andradina;01 DP - Andradina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
TOTAL DE ESTUPRO (4);0;0;1;1;3;3;1;0;0;0;0;0;9;2023;Araçatuba;Andradina;01 DP - Andradina
ESTUPRO;0;0;0;0;0;1;0;0;0;0;0;0;1;2023;Araçatuba;Andradina;01 DP - Andradina
ESTUPRO DE VULNERÁVEL;0;0;1;1;3;2;1;0;0;0;0;0;8;2023;Araçatuba;Andradina;01 DP - Andradina
TOTAL DE ROUBO - OUTROS (1);3;1;0;1;1;1;0;0;1;1;1;0;10;2023;Araçatuba;Andradina;01 DP - Andradina
ROUBO - OUTROS;3;1;0;1;1;1;0;0;1;1;1;0;10;2023;Araçatuba;Andradina;01 DP - Andradina
ROUBO DE VEÍCULO;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Andradina;01 DP - Andradina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Andradina;01 DP - Andradina
FURTO - OUTROS;27;17;20;31;37;21;23;21;29;27;17;10;280;2023;Araçatuba;Andradina;01 DP - Andradina
FURTO DE VEÍCULO;2;2;1;3;0;2;1;1;0;3;0;0;15;2023;Araçatuba;Andradina;01 DP - Andradina
