Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio;Delegacia
HOMICÍDIO DOLOSO (2);0;0;0;0;0;1;0;1;0;0;1;0;3;2019;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;1;0;1;0;0;1;0;3;2019;Bauru;Agudos;DM - Agudos
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;1;1;0;0;0;0;2;2019;Bauru;Agudos;DM - Agudos
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
TENTATIVA DE HOMICÍDIO;0;0;0;0;1;0;0;1;0;1;0;0;3;2019;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL DOLOSA;20;11;12;15;8;7;12;19;22;12;9;14;161;2019;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;8;7;7;12;7;3;4;9;8;7;10;4;86;2019;Bauru;Agudos;DM - Agudos
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;1;1;2019;Bauru;Agudos;DM - Agudos
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
TOTAL DE ESTUPRO (4);1;2;2;1;2;1;1;0;0;0;1;1;12;2019;Bauru;Agudos;DM - Agudos
ESTUPRO;0;1;1;1;0;1;1;0;0;0;0;0;5;2019;Bauru;Agudos;DM - Agudos
ESTUPRO DE VULNERÁVEL;1;1;1;0;2;0;0;0;0;0;1;1;7;2019;Bauru;Agudos;DM - Agudos
TOTAL DE ROUBO - OUTROS (1);4;3;5;1;6;2;7;2;2;1;2;6;41;2019;Bauru;Agudos;DM - Agudos
ROUBO - OUTROS;3;3;5;1;6;2;7;2;2;1;2;6;40;2019;Bauru;Agudos;DM - Agudos
ROUBO DE VEÍCULO;0;0;0;0;1;1;1;1;0;0;1;2;7;2019;Bauru;Agudos;DM - Agudos
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;Bauru;Agudos;DM - Agudos
ROUBO DE CARGA;1;0;0;0;0;0;0;0;0;0;0;0;1;2019;Bauru;Agudos;DM - Agudos
FURTO - OUTROS;36;40;35;28;26;24;24;45;44;23;30;17;372;2019;Bauru;Agudos;DM - Agudos
FURTO DE VEÍCULO;4;3;6;2;0;6;2;4;3;0;1;4;35;2019;Bauru;Agudos;DM - Agudos
